3243;Еще одна категория;OKEY,N1018834;-400;956
3244;Другая категория;PEREKRESTOK G. TYULENE;-289;-353
3245;Магазины;PYATEROCHKA 10;-374;534
3246;Еще одна категория;PEREKRESTOK OSTROVITY;-845;492
3247;Компьтеры;POBEDY KKM 3;-861;99
3248;Еще одна категория;MANGO.SHOP;-665;-817
3249;Компьтеры;Fazer Ravintolat Oy;-941;786
3250;Еще одна категория;APTEKA 132;26;254
3251;ЛОлоло;LUKOIL AZS 534;384;-66
3252;Какая-то категория;GM MAGNIT VOLZHSKIY 3;739;972
3253;Машины;MECHTA SHOP;-283;693
3254;Магазины;CELIO PORTOGRUARO;303;-188
3255;ЛОлоло;RAVIS149;-137;673
3256;Еще одна категория;ATM-01019332 URALSIB;-645;-909
3257;Итернет;MINB/Planernaya str.,d.7;-219;-859
3258;Аптеки;MAGAZIN ZARECHE KASSA 2;-450;17
3259;Итернет;KOROBOK 2;-616;463
3260;Другая категория;NESTE CHUDOVO  AZS 527;402;-586
3261;Итернет;TOM TITS EXPRIMENT AB;667;-365
3262;Ололоо;GANESHA;329;552
3263;Ололоо;WWW.FOTOSTRANA.RU;227;-90
3264;Другая категория;N11 NIYAMA REUROV-RIO  R;-548;589
3265;Ололоо;E2E4 BARNAUL;-457;-544
3266;Итернет;AZS PISKAREVSKAYA 41;351;-350
3267;Магазины;PITSTSERIYA IL KAFFE;-984;90
3268;Еще одна категория;AMAKS HOTEL;600;-247
3269;Какая-то категория;GAZPROMNEFT AZS NO 24;-440;678
3270;Другая категория;MCDONALDS 11028;455;844
3271;Магазины;IL PATIO PLANETA SUSHI;971;-919
3272;Итернет;EVROSET N055;-332;-652
3273;Машины;KING POWER TAX FREE CO;-492;306
3274;Машины;KMKI DOBRININSKIY;-163;694
3275;ЛОлоло;APTEKA N7;7;-896
3276;Компьтеры;20019101006/ATM1 TRANSPOR;576;908
3277;Компьтеры;AZS 319;-919;306
3278;Другая категория;KABINA PVP 22;-502;-21
3279;Магазины;BANKOMAT 830723 7978;184;-202
3280;Итернет;MAGNIT MM VOLZHSKIJ;-357;-679
3281;Какая-то категория;APTEKA 144;168;117
3282;Машины;LERUA MERLEN - VOLGOGR;79;21
3283;Аптеки;MCDONALDS 21016       ;298;-606
3284;Итернет;MAGAZIN KEDR;-542;221
3285;Какая-то категория;RYANAIR               ;54;-98
3286;Еще одна категория;SVERDLOVSK SUBURBAN CO;-909;337
3287;Другая категория;MAGNIT GM NOVOROSSIYSK;994;311
3288;Итернет;KEBAB HOUSE KDOM 8;-590;472
3289;Магазины;AVANGARD/GEROEV PANFILONT;730;-866
3290;Еще одна категория;ASKARI,COURIER SERVICES;268;-780
3291;Итернет;GULDEN;-193;716
3292;Еще одна категория;01199065/ATM-01199065 URA;577;-730
3293;Еще одна категория;MOHITO TRTS AURA;741;799
3294;Другая категория;SVYAZNOY 04070296;-878;-738
3295;Какая-то категория;OSTIN UKHTA;613;-137
3296;Машины;BIGBILET              ;195;664
3297;Другая категория;ABC Juuka;-321;909
3298;Какая-то категория;TEZENIS;-268;282
3299;Итернет;BANKOMAT 530922 00585807;-37;-732
3300;Компьтеры;BANKOMAT 500195 8635;-421;643
3301;Другая категория;03 Apteka - 333;949;541
3302;Еще одна категория;U Palicha;537;473
3303;Еще одна категория;NOU DO "BSTS";337;-563
3304;Аптеки;36.6 PR MIRA;130;-454
3305;Ололоо;KAFE PRIMO PIZZA;-389;285
3306;Какая-то категория;ZAPRAVKA;414;-121
3307;Какая-то категория;KINOKASSA LUCH;614;-862
3308;Другая категория;WWW.QWERTY.RU;290;257
3309;Еще одна категория;TAX REFUND RE-CREDIT  ;503;-470
3310;Ололоо;UMKA;-514;-688
3311;Итернет;LETUAL 5;-737;-230
3312;Другая категория;MONOPRIX       9300030;505;-719
3313;Другая категория;ATM 634408;-628;-518
3314;Аптеки;YAPONA-PAPA;-462;-677
3315;Другая категория;Coffee Nation-Lidosta ;426;-430
3316;Какая-то категория;KARELIA-MARKET-ARTSALON;-834;852
3317;Ололоо;OOO TVK-R;-690;-726
3318;Аптеки;M/S SILJA EUROPA;-734;-953
3319;Какая-то категория;M.VIDEO 19 11;59;410
3320;Другая категория;CONDIS SUPERMERCADOS  ;-344;-735
3321;Какая-то категория;PYATEROCHKA 655;576;-83
3322;Компьтеры;PLANETA SUSHI-IL PATI;611;764
3323;ЛОлоло;RTG Ready To Go Oy;-567;476
3324;Магазины;BALTIYSKIY BAZAR;700;774
3325;Еще одна категория;AKBANK/DIDIM ATATURK B;-790;321
3326;Ололоо;BOCANOVALLC.          ;502;-184
3327;Аптеки;KAFE SOVOK;933;575
3328;Итернет;APTEKA ISIDA;849;-761
3329;Компьтеры;OOO HITEK SIBIR-3;-56;594
3330;Какая-то категория;AUCHAN LEFORTOVO;-201;157
3331;Магазины;CITYPAY-KUZNETSKIY MOST;-736;86
3332;Ололоо;WWW.SPEEDYLINE.RU;871;-301
3333;Ололоо;KUZINA;137;-573
3334;Ололоо;COFFEE HOUSE 61;-232;-697
3335;Итернет;FITNESS FAN;-731;-125
3336;ЛОлоло;CHINASKI  GASTRO-BAR;449;-707
3337;Какая-то категория;OOO KUBIKSTROY;-600;944
3338;Ололоо;99900683;-385;360
3339;Какая-то категория;PARFUM DECOR ROK;240;-145
3340;Магазины;EKIPAGE SHOP;-298;-455
3341;Итернет;MANGO 2;529;-545
3342;Итернет;PPOMSVYAZBANK/Rodionovf s;748;534
3343;Аптеки;ZDOROVYE-SEMYI;-867;-129
3344;Итернет;AZK 004 BP WILD BEAN CAF;-722;-12
3345;ЛОлоло;BP  TEPLY STAN  RC006;-22;-248
3346;Аптеки;KOMPLIMENT;676;246
3347;Итернет;WWW.BEIREL.RU;587;561
3348;Ололоо;GM MAGNIT NIZHNEVARTOV;-168;-778
3349;Компьтеры;MATRITSA;-512;597
3350;Компьтеры;BANKOMAT 430176 8629;-537;-32
3351;ЛОлоло;ROBE DI KAPPA PORT 288;917;723
3352;Компьтеры;MASALT 2000 MOSKVA;208;-438
3353;Магазины;STARBUCKS ATRIUM   QPS;-621;588
3354;Ололоо;PYATEROCHKA 5263;451;-750
3355;Машины;FRESCO CAFE;-910;674
3356;Магазины;LYUBAVUSHKA;302;-897
3357;Магазины;MOSKOVSKIY DOM KNIGI  SH;727;81
3358;Аптеки;RIVER AYSLEND KIEVSKAY;-508;-311
3359;Аптеки;BANKOMAT 155848 00290021;838;-670
3360;Аптеки;IKEA DOM 6 CASH LINE;-956;-829
3361;Другая категория;OEBB 5020;-992;-321
3362;Еще одна категория;KINOMIR BARNAUL;-753;27
3363;Другая категория;www.marathonbet.com;188;941
3364;Какая-то категория;PYATEROCHKA 118;-332;844
3365;Какая-то категория;AZK ROSNEFT 22;786;-270
3366;Аптеки;N5102110,NATUR PRODUKT;45;323
3367;Какая-то категория;ANASTASIYA;397;-897
3368;ЛОлоло;OOO BISTRO PRONTO;-362;-360
3369;Другая категория;AZS LUKOIL 113;-676;-830
3370;Другая категория;MEGAFON_PV1600521;2;760
3371;Другая категория;00000000007792/ATM 22 MDM;755;-301
3372;Компьтеры;ATM113752;-382;500
3373;Магазины;LINII LYUBVI 5;244;768
3374;Какая-то категория;GASTRONOM KORZINKA K2;-683;92
3375;Ололоо;CALVIN KLEIN JEANS  SHOP;-245;-393
3376;Магазины;KROTEKS TK TVOY DOM;374;-560
3377;Аптеки;5 KARMANOV;-714;242
3378;Машины;LOVISA 7108;-215;484
3379;Другая категория;TRAVEL RETAIL Vilnius;-171;-833
3380;Ололоо;40000000000479/ATM 163 MK;-697;412
3381;Аптеки;GAMBRINUS;-236;23
3382;Какая-то категория;APPLE STORE #R209;655;-572
3383;Машины;BESTOIL;-516;-808
3384;Итернет;TEREMOK SHKIPERSKIY MALL;-511;-985
3385;Компьтеры;00000000008323/MDM-BANK 3;-211;602
3386;Компьтеры;AZK 113 SNP;752;8
3387;Итернет;KULTUR TURIZM BAKANL;934;758
3388;Компьтеры;DEKATLON ALTUFEVO;271;732
3389;Итернет;IP SARGSYAN A.D.;-729;330
3390;Машины;WWW.QWERTY.RU;890;59
3391;Еще одна категория;O-KURER  PVZ TVERSKAYA;689;704
3392;ЛОлоло;MANGO MEGA EKATERINBURG;-5;-171
3393;Магазины;GLISSADA;531;133
3394;Аптеки;MONRO 22  SHOP;-915;-993
3395;Компьтеры;IP YATSENKO S.YU.;610;284
3396;ЛОлоло;NIKOL-99;411;-547
3397;Какая-то категория;BUDU MAMOY;389;-221
3398;Аптеки;BANK OF MOSCOW/ATM 1904-T;-154;-163
3399;Ололоо;APTEKA KALINKA;280;119
3400;Магазины;OOO GEORGI;897;-907
3401;Еще одна категория;"VOXHALL";933;-350
3402;Еще одна категория;AZK TNK MJ084;279;441
3403;Аптеки;RNKO-REG-KYKYRYZA;-397;-180
3404;Итернет;NOVEKS OKTYABRSKIY;-628;665
3405;ЛОлоло;ESCOBAR;-543;-775
3406;Компьтеры;KALEVA MDO SERVIS 1;842;358
3407;Компьтеры;Slavyanskaya sq  2;-471;324
3408;Итернет;PRODUKTY;266;-235
3409;Другая категория;MASSIMO DUTTI         ;661;-686
3410;Компьтеры;Novii Knizhnii;-737;-728
3411;Итернет;HENNES & MAURITZ B.V.;-55;-653
3412;Компьтеры;ATM 10112912;-173;-885
3413;Магазины;TOVARY DLYA DOMA I SADA;-306;116
3414;ЛОлоло;TD TRI KITA 1;-918;-526
3415;Итернет;BANKOMAT 381094 798179;-322;-24
3416;Аптеки;MEDTSENTR MEGI;-849;681
3417;ЛОлоло;SEVEN 155;705;-444
3418;Машины;47a St Krasnoarmeyskiy;-786;-27
3419;Компьтеры;BANKOMAT 430226 862914;-729;209
3420;Итернет;OLD FISHERMANS GROTTO;-347;357
3421;Еще одна категория;GREKISK KOK;-594;878
3422;Магазины;SPAR 40;-871;634
3423;Ололоо;MARA MARLO;-622;-817
3424;Магазины;ATAK 508_ZELENOGRAD;745;-598
3425;Еще одна категория;DISCO 1  RESTAURANT;-407;594
3426;Итернет;OBUVNOJ MAGAZIN KC;168;984
3427;Какая-то категория;PEPPES PIZZA 39;372;-422
3428;Еще одна категория;BANK GOR. TUR. MIN 1;-902;-377
3429;Магазины;AME/YUGO-ZAPADNAYA STATIO;-655;349
3430;Другая категория;KOFE TUN SUSHI TUN  KAFE;-728;-461
3431;ЛОлоло;IP PONAMARCHUK E.V.;-918;-535
3432;Какая-то категория;TK LENTA-173;-958;-517
3433;Магазины;PKRSER.COM;-153;-876
3434;ЛОлоло;SPAR EUROSPAR;-411;317
3435;Какая-то категория;NATURA PROJECT;-690;806
3436;Ололоо;BRLELUT 2407;-597;-891
3437;Ололоо;MBS FRONT OFFICE;-687;322
3438;ЛОлоло;METRO STORE 1027;657;-664
3439;Компьтеры;IKS-TAJM, MALAHOVA,86V;-564;216
3440;Какая-то категория;MOYA APTEKA PLYUS OOO;-11;359
3441;Итернет;O'KEY,N1006896;854;-178
3442;Другая категория;MYASNOY DVOR N6       ;-960;318
3443;Машины;RESTORE PREMIUM RESELL;508;84
3444;Аптеки;ON THE ROCKS;835;20
3445;Другая категория;LUKOIL AZS 400;905;-56
3446;Итернет;KF-KZN CINEMA-1;-865;763
3447;ЛОлоло;ATM 21112;-592;-862
3448;ЛОлоло;SBX ANT ERASTA PARK;213;-958
3449;Компьтеры;PYATEROCHKA 1406;821;-788
3450;Ололоо;WILGOOD PARTS  SHOP;-727;-874
3451;Аптеки;ASKENT;146;-769
3452;ЛОлоло;BETKHOVEN;-793;36
3453;Компьтеры;KAFE SOFYA;317;48
3454;Магазины;ATM-01019332 URALSIB;492;777
3455;Аптеки;IP CHIZHIKOV IV;-206;-446
3456;Другая категория;LEROY MERLIN - KHIMKI;-575;-110
3457;Какая-то категория;CAFE SHOKOLADNICA;879;781
3458;Магазины;PRIMORSKIY KONDITER;-766;-821
3459;Итернет;FRESCO CAFE;-21;914
3460;Другая категория;DIKSI  - 50239 KKM5;-129;-648
3461;Ололоо;BILLA-TAYNINSKAYA;547;-410
3462;Магазины;FRUNZE 238;359;-188
3463;Еще одна категория;MAGNIT MM  ANKHIS;601;-555
3464;Еще одна категория;TK VNUKOVO OUTLET;436;603
3465;Какая-то категория;CALVIN KLEIN 9 UNDERWE;-122;-741
3466;Компьтеры;N+N;25;402
3467;Аптеки;TD UDINO  SHOP;739;-46
3468;Еще одна категория;LOVE REPUBLIC TRIUMF;490;-815
3469;Машины;TEZENIS  TK  AFIMOLL  SH;108;-404
3470;Магазины;KINOTEATR LYUKSOR;388;694
3471;Машины;LensCrafters  10004893;-511;627
3472;Еще одна категория;PARDUOTUVE BATA;222;342
3473;Машины;ASSORTI PRODUKT;-808;468
3474;Компьтеры;STALIA                ;-989;152
3475;Аптеки;riker antistrehss;152;568
3476;Машины;PITSTSA NIK;629;-388
3477;Еще одна категория;24 CHASA  SHOP;897;638
3478;Какая-то категория;PBO KFC KAZANSKIY-4;184;-829
3479;Еще одна категория;ONUR AIR TASIMACILIK;-984;640
3480;Компьтеры;TOM FARR;-86;-782
3481;Другая категория;BUZZLIKE.PRO;-792;291
3482;Еще одна категория;MEDIA-MARKT-MURMANSKOE SP;-644;-30
3483;Магазины;PANORAMA LIM.;-875;950
3484;Магазины;MAGNIT MM ESTETICHNYJ;447;-955
3485;Какая-то категория;TTS16 SHUKSHINA;447;-830
3486;Еще одна категория;PARIKMAKHERSKIY MAGAZIN;-637;452
3487;Компьтеры;PCHELKA;-104;247
3488;Другая категория;AQUAINTERIO;-265;-562
3489;Машины;NIKE MANEZ;413;-677
3490;Магазины;YM.NET;-674;-309
3491;Другая категория;SADKO;-543;626
3492;Другая категория;175 ESPRIT CYTA VOELS ;483;301
3493;Еще одна категория;STEAMPOWERED.COM;-403;-691
3494;Компьтеры;BAMBUK;-941;-208
3495;Машины;BUKHGALTER;176;783
3496;Еще одна категория;ILE DE BEAUTE 3  SHOP;-56;40
3497;Другая категория;LUCH-1                ;-991;-613
3498;Итернет;MIRA PR., 4;21;-38
3499;Компьтеры;BILAYN;-852;-547
3500;Машины;BAT YAM;947;746
3501;ЛОлоло;BEREG;588;-78
3502;Машины;YA.ENTERTAINMENT;629;-586
3503;Итернет;WWW.HETZNER.DE        ;-672;525
3504;Компьтеры;KAMELOT;-154;975
3505;Другая категория;BANKOMAT 254670 863501;578;446
3506;Другая категория;SINNABON  RESTAURANT;-657;366
3507;Какая-то категория;"PR ENGELSA";43;-630
3508;Ололоо;LUKOIL AZK 148 SKANDIN2;-214;-664
3509;Какая-то категория;LULU CENTER LLC;-633;-274
3510;Какая-то категория;BALTIC BREAD GRECHES(3);905;541
3511;Еще одна категория;JACUZZI FAMILY VINEYAR;-609;-647
3512;Какая-то категория;APPLE PREM.RESEL.B.TUL;719;535
3513;Магазины;MAGAZIN SUPERMARKET V12;-660;-181
3514;Магазины;STROYMARKET VASH DOM  SH;72;544
3515;Какая-то категория;BALEARIA EUROLINEAS MARIT;-521;-388
3516;ЛОлоло;OSTIN UKHTA;805;857
3517;Какая-то категория;KINOTEATR LYUKSOR     ;-838;-795
3518;Другая категория;99 RANCH #1781;-184;111
3519;Аптеки;Bravoavia ru KRR BJV 2;19;628
3520;Итернет;NESTE AZS 305;-795;-916
3521;ЛОлоло;PYATEROCHKA 50;-365;-401
3522;Итернет;BERLIN;-140;-307
3523;Какая-то категория;ANTONOV DVOR_FRUNZE86;-584;71
3524;Ололоо;THOMAS-SCHUHE         ;246;189
3525;Компьтеры;SHELL NEFT MISTOLOVO;-615;-488
3526;Другая категория;GPN AZS 76-2;-119;-981
3527;ЛОлоло;MEGAFON LOBNYA        ;446;285
3528;ЛОлоло;OPTIKA GRAND;-770;470
3529;Какая-то категория;MAGAZIN 82;740;634
3530;Какая-то категория;MONEYBOOKERS LIMITED;338;-871
3531;ЛОлоло;UNIFEST TRAVEL;-57;570
3532;Аптеки;PEREKRESTOK BOROVSKOE;-931;-551
3533;Машины;GALLERY POVAROFF      ;747;26
3534;Итернет;T.G.I. FRIDAYS;-372;-349
3535;Другая категория;BAJE  CAFE;-225;-748
3536;Еще одна категория;BURGER KING 0181;-845;-336
3537;Итернет;DIKSI  - 33045 KKM1;848;827
3538;Еще одна категория;A.C.E.S.A LLORET -FRON;152;-777
3539;ЛОлоло;MARIYA-RA;-337;139
3540;Машины;SAULYK;894;141
3541;Аптеки;VOLZHSKIY;177;636
3542;Аптеки;LUKOIL AZS 123;805;990
3543;Ололоо;WORLD OF JEANS;876;-414
3544;Другая категория;MIR BARBIE;417;106
3545;Компьтеры;NESTE AZS 300;-715;-197
3546;Итернет;Guess;9;-704
3547;Итернет;M.VIDEO #19 (11);160;-10
3548;Магазины;MARKET TOY 2;-453;594
3549;ЛОлоло;ooo siyanie;239;-180
3550;Магазины;OOO DOKTOR CHEKHOV;662;-74
3551;Итернет;MIRBILETA.RU;-279;970
3552;Машины;SEVEN 155;-97;-444
3553;Еще одна категория;HILBERGER'S BEISL;525;317
3554;Какая-то категория;SUBWAY  CAFE;-232;959
3555;Еще одна категория;TELEZHKA;-420;-87
3556;Еще одна категория;LEROY MERLIN VO;377;-162
3557;Магазины;WWW.TRAVELMENU.RU;-93;-397
3558;Аптеки;ATM 494-SMOLENSKAYA;-394;-323
3559;Компьтеры;SQ SK TREYD 45;-183;79
3560;Ололоо;OSB 1897 0923;-933;381
3561;Какая-то категория;ATM 634408;-73;328
3562;Компьтеры;MCDONALDS 21059;89;990
3563;Итернет;Tank-und Rastanlage;-803;335
3564;Компьтеры;GOLLANDSKAYA CHASHKA;-390;-219
3565;Ололоо;MANHATTAN PIZZA PAPANIN;163;855
3566;Компьтеры;KOFEIYNYA SHOKOLADNITSA;-958;190
3567;Компьтеры;RYBA.RIS OOO;-347;-115
3568;Еще одна категория;PARDUOTUVE SPORTLAND;-297;89
3569;Компьтеры;AZS 145;-371;-189
3570;Итернет;AZS SP-115-2;844;135
3571;Еще одна категория;SET MAG VREMYA IGRAT;409;-73
3572;Какая-то категория;PLANETA SPORTA;-886;177
3573;Машины;LABAZ R G DEVELOPMENT;502;-365
3574;Какая-то категория;RAKHAT;159;557
3575;Итернет;AZBUKA VKUSA;-30;-295
3576;Магазины;BURGER KING 0043;857;-900
3577;Ололоо;CARNABY  SHOP;739;-958
3578;Итернет;GOLOVNYE UBORI;735;749
3579;Итернет;GOOGLE *2D BOY;-231;-563
3580;Итернет;METRO STORE 1028;-5;-263
3581;Еще одна категория;AUTOPISTAS TERRASSA MA;628;460
3582;Какая-то категория;AZS-153 KKM2;-882;741
3583;Компьтеры;PLATRON;495;58
3584;Магазины;ATM 409 MKB 810;-260;-135
3585;Какая-то категория;KRAULJA, 65;-727;89
3586;Другая категория;MUC 770 TRAVEL VALUE;-956;781
3587;Другая категория;BANKOMAT 381839 781312;-789;-7
3588;Ололоо;BANKOMAT 530922 00585807;490;-112
3589;Компьтеры;SALON KRASOTY KUKLA;-822;-193
3590;Другая категория;AMBAR;189;428
3591;Еще одна категория;176/MALYY PR.,V.O.22;-7;-986
3592;Ололоо;LADY & GENTLEMAN CITY;-92;-910
3593;Еще одна категория;HOROSHAYA SVYAZ;44;-451
3594;Аптеки;MEGA B. D. NAYK;337;657
3595;Магазины;LOVE REPUBLIC TRIUMF;-293;-210
3596;Компьтеры;AZS204 G.POPOVA,58V,K2;-57;943
3597;Ололоо;MODA;-405;261
3598;Компьтеры;ATM 808175;529;-683
3599;Машины;FASHION POINT JEANS3;-939;-740
3600;Итернет;KF-WEB-RETAIL PARK    ;20;-358
3601;Аптеки;INECOBANK - PALAS;822;-810
3602;Еще одна категория;CAPPELLO;-668;-741
3603;Другая категория;DOM VYPECHKI;615;-916
3604;Итернет;A-P DOMODEVO;306;889
3605;Итернет;KROTOV V.IP;-667;544
3606;Машины;DIKSI  - 50282 KKM1;575;650
3607;Компьтеры;MAGNIT MM RIKHTER;-497;713
3608;Другая категория;EL CORTE INGLES-DEPART;-202;741
3609;Машины;MAGAZIN SANTEKHNIK;-915;897
3610;ЛОлоло;LUKOIL AZS 14 NN;413;222
3611;Еще одна категория;MAGNIT MM KAL'KULYATOR;-881;240
3612;Итернет;MINI MARKET POTAPYCH;-394;124
3613;Еще одна категория;LIMPAMPO;38;782
3614;Какая-то категория;TAURAS;-881;641
3615;Еще одна категория;BPA 169;-929;-922
3616;Магазины;LUKOIL AZS 02033;583;-710
3617;Итернет;APTEKA 15;894;23
3618;Ололоо;MENDELEEF FITNESS-UFA;205;-700
3619;Аптеки;KOMU OXOTA;-322;-312
3620;ЛОлоло;Magnoliya;-85;27
3621;ЛОлоло;B51;462;634
3622;Компьтеры;PEREKRESTOK OSTROVITY;-247;665
3623;Машины;BONUS;674;-956
3624;Итернет;MIR BELYA;-912;368
3625;ЛОлоло;Sport Brundl GmbH 150 HG;-144;636
3626;Еще одна категория;N3906142, METRIKA;-449;-441
3627;Машины;IP ORLOVA Y.V.;723;-641
3628;Другая категория;STOLOVAYA LOZHKA-VILKA;-689;902
3629;Еще одна категория;RODNIK;-24;-40
3630;Какая-то категория;MCDONALDS 24004;-533;201
3631;Машины;LIME FRESHMARKET;487;-459
3632;Какая-то категория;"GIPFEL";-562;-264
3633;Какая-то категория;DESYATOCHKA;101;31
3634;Итернет;CARF. EXP.TURGUTREIS;-475;54
3635;Какая-то категория;MCDONALDS 26701;-700;-542
3636;Компьтеры;PANDORA 230300501;-994;691
3637;Компьтеры;MANGUSTA;575;231
3638;Аптеки;POP-KORN;-561;885
3639;Магазины;BP  ABRAMTSEVO  RC096;531;-509
3640;Магазины;KAFE KORABLIK;887;-587
3641;Еще одна категория;MAGNIT U DOMA KHIT;-66;-925
3642;Аптеки;ETELAN INTACT OY;-253;592
3643;Итернет;TOTALERG 030WX     607;-602;656
3644;Какая-то категория;DIADEM-KLINIK;328;-256
3645;Компьтеры;ZIFERBLAT             ;235;-522
3646;ЛОлоло;MEGAFON;420;-345
3647;ЛОлоло;ZOOSERVIS;-572;-606
3648;Магазины;AVB-CHB ATM/ATM #1491 AVB;876;-377
3649;ЛОлоло;MERKUR 5620;990;200
3650;Итернет;MCB CLIENT;-334;-551
3651;Другая категория;BURGER KING 0038;-556;-901
3652;Компьтеры;NEW-YORKER-2;377;-708
3653;ЛОлоло;IZHTREYDING;-397;884
3654;Какая-то категория;MEDOK                 ;-152;181
3655;Еще одна категория;SLADKAYA ZHIZN;31;-645
3656;Магазины;BANKOMAT 110413 8621;-582;811
3657;ЛОлоло;BANKOMAT 330088 85968596;104;832
3658;Аптеки;KRAN 21 VEK;618;506
3659;Аптеки;MCDONALDS 21046;-2;-580
3660;Еще одна категория;OOO ALM;550;-185
3661;Какая-то категория;PRODMAG;-832;-865
3662;Какая-то категория;ZARA BOUTIQUE-FESTIVAL;256;3
3663;Какая-то категория;BANKOMAT 744882 863501;458;729
3664;Машины;APREL;-311;-541
3665;Еще одна категория;OPTOVY MAGAZIN;-598;814
3666;Итернет;PITSTSE-RIO;-771;137
3667;Ололоо;ATM KOMSOMOLSKAYA 3 A;-943;-675
3668;Магазины;KORABLIK;-667;643
3669;Магазины;R2004043, MAXIDOM;976;565
3670;Еще одна категория;FUNDAC GALA SALVADOR D;-410;841
3671;Аптеки;KLUB KOSMIK;967;484
3672;Другая категория;APIKO-AVTO;-302;801
3673;Машины;44020327/ATM020327;-876;434
3674;Аптеки;BANKOMAT 590401 8609;167;-44
3675;Итернет;Torgovaya set EditA;-83;366
3676;Ололоо;VOLI KOTOR;-435;46
3677;Ололоо;Philharmonia SPb;434;-136
3678;Ололоо;AZS-159 ORDZHONIKIDZE;-121;-115
3679;ЛОлоло;BUSTIE 0001;-866;-486
3680;Магазины;OOO DETSKAYA SKAZKA;702;-512
3681;Еще одна категория;FARMATSEVT PLYUS 30;989;-643
3682;Другая категория;YUGORSINEMA4;705;-88
3683;Еще одна категория;BB/st.m.Chernyshevsk.;-557;-62
3684;Еще одна категория;DUGLAS RIVOLI V P-HAUS;-191;564
3685;Другая категория;IP TSATUROVA N.G.;676;879
3686;Ололоо;DZHUSMASTER;613;-844
3687;Ололоо;RESTORAN KANTRI CHIKEN;-588;-306
3688;Компьтеры;EURO;466;744
3689;Другая категория;PYATEROCHKA 3818;-477;41
3690;Ололоо;BILLA-TAGANKA;567;-124
3691;Итернет;8500PAN AMERICAN;832;125
3692;Машины;HAMLEYS  SHOP;423;963
3693;Машины;UNIVERMAG DOBRYNINSKIY;858;897
3694;Машины;LLS INTERSPORT CIS;-33;-357
3695;Магазины;LUKOIL-NVNP AZS 626 CN;-971;86
3696;Ололоо;MCDONALDS 24602       ;-948;930
3697;Аптеки;SYRY I MASLO;36;-238
3698;Еще одна категория;AUCHAN NNOVGOROD;29;808
3699;Компьтеры;MAGIYA 34;322;54
3700;Другая категория;SALON MILORD;-810;619
3701;Еще одна категория;CARD2CARD SMS;427;479
3702;Какая-то категория;TASCA MASSIMO BUFFET S;-165;-712
3703;Итернет;POSUDA HABAROVSK KKM2;-393;-517
3704;ЛОлоло;KEMER SUBESI;815;-787
3705;Еще одна категория;DETSKIY MIR FILIAL 9;-534;-181
3706;Итернет;AMBULATORIYA SERVICE  ;-914;-98
3707;Магазины;Burger na Dushinskoi;-941;-717
3708;Другая категория;AZS 201 KOMINTERNA 17;984;-772
3709;Аптеки;TK LENTA-45;-745;934
3710;ЛОлоло;TF APTEKA 11;460;-402
3711;Какая-то категория;TEREMOK SADOVAYA 32   ;984;283
3712;Другая категория;ROSINTER IP PS GARIB;748;-404
3713;Какая-то категория;VTB24 GCSS;-433;-355
3714;Компьтеры;AVON;261;222
3715;Машины;BEVERAGES & MORE #116 ;395;-361
3716;Еще одна категория;OKANE;-890;278
3717;ЛОлоло;RADEZH-348;-534;728
3718;ЛОлоло;SHAURMA 24            ;-172;-848
3719;Аптеки;AZS 16;652;913
3720;Еще одна категория;ULMART;-166;398
3721;Магазины;ENDI TAKKER  GASTROBAR;-20;-376
3722;Машины;MINIMARKET IRIS;255;452
3723;Магазины;AZS 416;-735;-89
3724;Машины;TO DA SE;-298;410
3725;Итернет;AZS SP-115-2;-545;-698
3726;Итернет;OOO KINO-LYUKS;-525;-982
3727;Итернет;SOLOSTYLE;561;852
3728;Итернет;BALTIYSKIY HLEB - KAFE;217;-488
3729;ЛОлоло;OOO POZITIV;-742;22
3730;Другая категория;APTEKA                ;-708;380
3731;Какая-то категория;DOM CHAYA;-437;-23
3732;Магазины;KRASNOE I RAZNOE;288;-584
3733;Ололоо;LENINGRAD  RESTAURANT;940;-475
3734;Аптеки;TRIAL-SPORT;777;368
3735;Аптеки;MAGNIT MM FLAMANETS;-62;-261
3736;Ололоо;OOO AZS-SERVIS;-907;-429
3737;Аптеки;SHOKO TVERSKAYA 17;-16;-552
3738;Другая категория;DIKSI  - 50050 KKM1;200;-231
3739;Какая-то категория;OOO GOLD;471;-437
3740;Еще одна категория;SHOP OLIVER;103;-479
3741;Магазины;LUKOIL 0186 NN;683;298
3742;Компьтеры;ACCESSORIZE GRONLAND  - A;191;699
3743;Другая категория;NATURA PROJECT;-523;-444
3744;Итернет;KFC IRIDIUM  RESTAURANT;193;468
3745;ЛОлоло;IOLI (Pekini 19/21)QPS;589;-4
3746;Какая-то категория;PR AZS 16;-241;-95
3747;Ололоо;CITILINK;-985;-113
3748;Машины;OOO PANORAMA-M;941;-296
3749;Другая категория;LUKOIL AZS 122;-156;982
3750;Еще одна категория;VIRBAK                ;347;-98
3751;Аптеки;UNICREDIT - PRAHA 6;332;816
3752;Другая категория;AME/ALTUFIEVO STATION;617;-317
3753;Итернет;MAGAZIN ALEKMA;458;-231
3754;Ололоо;PYATEROCHKA 301;107;93
3755;Еще одна категория;KAFE PITSTSA-NIK;153;-913
3756;Компьтеры;OOO VIN-PROFI;-182;788
3757;Еще одна категория;PARK KAFE;-763;-155
